nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-12 14:17:30 - INFO - Training for patient 123 ...
2025-05-12 14:17:40 - INFO - Training for patient 124 ...
2025-05-12 14:17:50 - INFO - Training for patient 200 ...
2025-05-12 14:17:59 - INFO - Training for patient 203 ...
2025-05-12 14:18:09 - INFO - Training for patient 205 ...
2025-05-12 14:18:18 - INFO - Training for patient 208 ...
2025-05-12 14:18:27 - INFO - Training for patient 210 ...
2025-05-12 14:18:35 - INFO - Training for patient 212 ...
2025-05-12 14:18:47 - INFO - Training for patient 214 ...
2025-05-12 14:18:57 - INFO - Training for patient 215 ...
2025-05-12 14:19:08 - INFO - Training for patient 219 ...
2025-05-12 14:19:20 - INFO - Training for patient 220 ...
2025-05-12 14:19:28 - INFO - Training for patient 221 ...
2025-05-12 14:19:39 - INFO - Training for patient 228 ...
2025-05-12 14:19:48 - INFO - Training for patient 230 ...
2025-05-12 14:19:57 - INFO - Training for patient 231 ...
2025-05-12 14:20:08 - INFO - Training for patient 232 ...
2025-05-12 14:20:19 - INFO - Training for patient 233 ...
2025-05-12 14:20:27 - INFO - Repeat 9/10 for epsilon 1.71
2025-05-12 14:20:27 - INFO - Training for patient 100 ...
2025-05-12 14:20:36 - INFO - Training for patient 101 ...
2025-05-12 14:20:46 - INFO - Training for patient 103 ...
2025-05-12 14:20:57 - INFO - Training for patient 106 ...
2025-05-12 14:21:07 - INFO - Training for patient 108 ...
2025-05-12 14:21:16 - INFO - Training for patient 109 ...
2025-05-12 14:21:27 - INFO - Training for patient 111 ...
2025-05-12 14:21:37 - INFO - Training for patient 112 ...
2025-05-12 14:21:46 - INFO - Training for patient 113 ...
2025-05-12 14:21:56 - INFO - Training for patient 115 ...
2025-05-12 14:22:04 - INFO - Training for patient 116 ...
2025-05-12 14:22:14 - INFO - Training for patient 117 ...
2025-05-12 14:22:23 - INFO - Training for patient 118 ...
2025-05-12 14:22:32 - INFO - Training for patient 119 ...
2025-05-12 14:22:42 - INFO - Training for patient 121 ...
2025-05-12 14:22:51 - INFO - Training for patient 122 ...
2025-05-12 14:23:02 - INFO - Training for patient 123 ...
2025-05-12 14:23:11 - INFO - Training for patient 124 ...
2025-05-12 14:23:21 - INFO - Training for patient 200 ...
2025-05-12 14:23:30 - INFO - Training for patient 203 ...
2025-05-12 14:23:46 - INFO - Training for patient 205 ...
2025-05-12 14:23:57 - INFO - Training for patient 208 ...
2025-05-12 14:24:09 - INFO - Training for patient 210 ...
2025-05-12 14:24:20 - INFO - Training for patient 212 ...
2025-05-12 14:24:31 - INFO - Training for patient 214 ...
2025-05-12 14:24:42 - INFO - Training for patient 215 ...
2025-05-12 14:24:51 - INFO - Training for patient 219 ...
2025-05-12 14:25:03 - INFO - Training for patient 220 ...
2025-05-12 14:25:12 - INFO - Training for patient 221 ...
2025-05-12 14:25:21 - INFO - Training for patient 228 ...
2025-05-12 14:25:31 - INFO - Training for patient 230 ...
2025-05-12 14:25:40 - INFO - Training for patient 231 ...
2025-05-12 14:25:50 - INFO - Training for patient 232 ...
2025-05-12 14:26:03 - INFO - Training for patient 233 ...
2025-05-12 14:26:12 - INFO - Repeat 10/10 for epsilon 1.71
2025-05-12 14:26:12 - INFO - Training for patient 100 ...
2025-05-12 14:26:22 - INFO - Training for patient 101 ...
2025-05-12 14:26:32 - INFO - Training for patient 103 ...
2025-05-12 14:26:41 - INFO - Training for patient 106 ...
2025-05-12 14:26:52 - INFO - Training for patient 108 ...
2025-05-12 14:27:00 - INFO - Training for patient 109 ...
2025-05-12 14:27:11 - INFO - Training for patient 111 ...
2025-05-12 14:27:20 - INFO - Training for patient 112 ...
2025-05-12 14:27:30 - INFO - Training for patient 113 ...
2025-05-12 14:27:41 - INFO - Training for patient 115 ...
2025-05-12 14:27:50 - INFO - Training for patient 116 ...
2025-05-12 14:27:59 - INFO - Training for patient 117 ...
2025-05-12 14:28:09 - INFO - Training for patient 118 ...
2025-05-12 14:28:21 - INFO - Training for patient 119 ...
2025-05-12 14:28:31 - INFO - Training for patient 121 ...
2025-05-12 14:28:40 - INFO - Training for patient 122 ...
2025-05-12 14:28:53 - INFO - Training for patient 123 ...
2025-05-12 14:29:06 - INFO - Training for patient 124 ...
2025-05-12 14:29:14 - INFO - Training for patient 200 ...
2025-05-12 14:29:23 - INFO - Training for patient 203 ...
2025-05-12 14:29:34 - INFO - Training for patient 205 ...
2025-05-12 14:29:41 - INFO - Training for patient 208 ...
2025-05-12 14:29:49 - INFO - Training for patient 210 ...
2025-05-12 14:29:58 - INFO - Training for patient 212 ...
2025-05-12 14:30:09 - INFO - Training for patient 214 ...
2025-05-12 14:30:21 - INFO - Training for patient 215 ...
2025-05-12 14:30:32 - INFO - Training for patient 219 ...
2025-05-12 14:30:45 - INFO - Training for patient 220 ...
2025-05-12 14:30:54 - INFO - Training for patient 221 ...
2025-05-12 14:31:04 - INFO - Training for patient 228 ...
2025-05-12 14:31:13 - INFO - Training for patient 230 ...
2025-05-12 14:31:21 - INFO - Training for patient 231 ...
2025-05-12 14:31:31 - INFO - Training for patient 232 ...
2025-05-12 14:31:42 - INFO - Training for patient 233 ...
2025-05-12 14:31:51 - INFO - All repeats for epsilon 1.71 done. Saving now ...
2025-05-12 14:31:59 - INFO - Starting with epsilon 1.81 ...
2025-05-12 14:31:59 - INFO - Repeat 1/10 for epsilon 1.81
2025-05-12 14:31:59 - INFO - Training for patient 100 ...
2025-05-12 14:32:08 - INFO - Training for patient 101 ...
2025-05-12 14:32:16 - INFO - Training for patient 103 ...
2025-05-12 14:32:25 - INFO - Training for patient 106 ...
2025-05-12 14:32:36 - INFO - Training for patient 108 ...
2025-05-12 14:32:45 - INFO - Training for patient 109 ...
2025-05-12 14:32:54 - INFO - Training for patient 111 ...
2025-05-12 14:33:06 - INFO - Training for patient 112 ...
2025-05-12 14:33:17 - INFO - Training for patient 113 ...
2025-05-12 14:33:27 - INFO - Training for patient 115 ...
2025-05-12 14:33:38 - INFO - Training for patient 116 ...
2025-05-12 14:33:45 - INFO - Training for patient 117 ...
2025-05-12 14:33:54 - INFO - Training for patient 118 ...
2025-05-12 14:34:04 - INFO - Training for patient 119 ...
2025-05-12 14:34:13 - INFO - Training for patient 121 ...
2025-05-12 14:34:24 - INFO - Training for patient 122 ...
2025-05-12 14:34:33 - INFO - Training for patient 123 ...
2025-05-12 14:34:44 - INFO - Training for patient 124 ...
2025-05-12 14:34:53 - INFO - Training for patient 200 ...
2025-05-12 14:35:02 - INFO - Training for patient 203 ...
2025-05-12 14:35:15 - INFO - Training for patient 205 ...
2025-05-12 14:35:23 - INFO - Training for patient 208 ...
2025-05-12 14:35:35 - INFO - Training for patient 210 ...
2025-05-12 14:35:46 - INFO - Training for patient 212 ...
2025-05-12 14:36:00 - INFO - Training for patient 214 ...
2025-05-12 14:36:10 - INFO - Training for patient 215 ...
2025-05-12 14:36:22 - INFO - Training for patient 219 ...
2025-05-12 14:36:36 - INFO - Training for patient 220 ...
2025-05-12 14:36:47 - INFO - Training for patient 221 ...
2025-05-12 14:36:56 - INFO - Training for patient 228 ...
2025-05-12 14:37:05 - INFO - Training for patient 230 ...
2025-05-12 14:37:14 - INFO - Training for patient 231 ...
2025-05-12 14:37:23 - INFO - Training for patient 232 ...
2025-05-12 14:37:33 - INFO - Training for patient 233 ...
2025-05-12 14:37:42 - INFO - Repeat 2/10 for epsilon 1.81
2025-05-12 14:37:42 - INFO - Training for patient 100 ...
2025-05-12 14:37:53 - INFO - Training for patient 101 ...
2025-05-12 14:38:03 - INFO - Training for patient 103 ...
2025-05-12 14:38:13 - INFO - Training for patient 106 ...
2025-05-12 14:38:23 - INFO - Training for patient 108 ...
2025-05-12 14:38:33 - INFO - Training for patient 109 ...
2025-05-12 14:38:42 - INFO - Training for patient 111 ...
2025-05-12 14:38:52 - INFO - Training for patient 112 ...
2025-05-12 14:39:02 - INFO - Training for patient 113 ...
2025-05-12 14:39:10 - INFO - Training for patient 115 ...
2025-05-12 14:39:19 - INFO - Training for patient 116 ...
2025-05-12 14:39:29 - INFO - Training for patient 117 ...
2025-05-12 14:39:40 - INFO - Training for patient 118 ...
2025-05-12 14:39:49 - INFO - Training for patient 119 ...
2025-05-12 14:39:59 - INFO - Training for patient 121 ...
2025-05-12 14:40:08 - INFO - Training for patient 122 ...
2025-05-12 14:40:16 - INFO - Training for patient 123 ...
2025-05-12 14:40:27 - INFO - Training for patient 124 ...
2025-05-12 14:40:38 - INFO - Training for patient 200 ...
2025-05-12 14:40:47 - INFO - Training for patient 203 ...
2025-05-12 14:40:57 - INFO - Training for patient 205 ...
2025-05-12 14:41:07 - INFO - Training for patient 208 ...
2025-05-12 14:41:16 - INFO - Training for patient 210 ...
2025-05-12 14:41:25 - INFO - Training for patient 212 ...
2025-05-12 14:41:37 - INFO - Training for patient 214 ...
2025-05-12 14:41:51 - INFO - Training for patient 215 ...
2025-05-12 14:42:03 - INFO - Training for patient 219 ...
2025-05-12 14:42:14 - INFO - Training for patient 220 ...
2025-05-12 14:42:24 - INFO - Training for patient 221 ...
2025-05-12 14:42:34 - INFO - Training for patient 228 ...
2025-05-12 14:42:44 - INFO - Training for patient 230 ...
2025-05-12 14:42:56 - INFO - Training for patient 231 ...
2025-05-12 14:43:07 - INFO - Training for patient 232 ...
2025-05-12 14:43:18 - INFO - Training for patient 233 ...
2025-05-12 14:43:29 - INFO - Repeat 3/10 for epsilon 1.81
2025-05-12 14:43:29 - INFO - Training for patient 100 ...
2025-05-12 14:43:38 - INFO - Training for patient 101 ...
2025-05-12 14:43:47 - INFO - Training for patient 103 ...
2025-05-12 14:43:54 - INFO - Training for patient 106 ...
2025-05-12 14:44:02 - INFO - Training for patient 108 ...
2025-05-12 14:44:12 - INFO - Training for patient 109 ...
2025-05-12 14:44:23 - INFO - Training for patient 111 ...
2025-05-12 14:44:32 - INFO - Training for patient 112 ...
2025-05-12 14:44:40 - INFO - Training for patient 113 ...
2025-05-12 14:44:49 - INFO - Training for patient 115 ...
2025-05-12 14:44:59 - INFO - Training for patient 116 ...
2025-05-12 14:45:08 - INFO - Training for patient 117 ...
2025-05-12 14:45:19 - INFO - Training for patient 118 ...
2025-05-12 14:45:30 - INFO - Training for patient 119 ...
2025-05-12 14:45:39 - INFO - Training for patient 121 ...
2025-05-12 14:45:49 - INFO - Training for patient 122 ...
2025-05-12 14:45:58 - INFO - Training for patient 123 ...
2025-05-12 14:46:08 - INFO - Training for patient 124 ...
2025-05-12 14:46:19 - INFO - Training for patient 200 ...
2025-05-12 14:46:28 - INFO - Training for patient 203 ...
2025-05-12 14:46:38 - INFO - Training for patient 205 ...
2025-05-12 14:46:48 - INFO - Training for patient 208 ...
2025-05-12 14:46:57 - INFO - Training for patient 210 ...
2025-05-12 14:47:07 - INFO - Training for patient 212 ...
2025-05-12 14:47:19 - INFO - Training for patient 214 ...
2025-05-12 14:47:30 - INFO - Training for patient 215 ...
2025-05-12 14:47:40 - INFO - Training for patient 219 ...
2025-05-12 14:47:53 - INFO - Training for patient 220 ...
2025-05-12 14:48:01 - INFO - Training for patient 221 ...
2025-05-12 14:48:11 - INFO - Training for patient 228 ...
2025-05-12 14:48:20 - INFO - Training for patient 230 ...
2025-05-12 14:48:34 - INFO - Training for patient 231 ...
2025-05-12 14:48:44 - INFO - Training for patient 232 ...
2025-05-12 14:48:53 - INFO - Training for patient 233 ...
2025-05-12 14:49:02 - INFO - Repeat 4/10 for epsilon 1.81
2025-05-12 14:49:02 - INFO - Training for patient 100 ...
2025-05-12 14:49:11 - INFO - Training for patient 101 ...
2025-05-12 14:49:21 - INFO - Training for patient 103 ...
2025-05-12 14:49:31 - INFO - Training for patient 106 ...
2025-05-12 14:49:43 - INFO - Training for patient 108 ...
2025-05-12 14:49:53 - INFO - Training for patient 109 ...
2025-05-12 14:50:04 - INFO - Training for patient 111 ...
2025-05-12 14:50:13 - INFO - Training for patient 112 ...
2025-05-12 14:50:24 - INFO - Training for patient 113 ...
2025-05-12 14:50:36 - INFO - Training for patient 115 ...
2025-05-12 14:50:46 - INFO - Training for patient 116 ...
2025-05-12 14:50:55 - INFO - Training for patient 117 ...
2025-05-12 14:51:04 - INFO - Training for patient 118 ...
2025-05-12 14:51:14 - INFO - Training for patient 119 ...
2025-05-12 14:51:21 - INFO - Training for patient 121 ...
2025-05-12 14:51:31 - INFO - Training for patient 122 ...
2025-05-12 14:51:41 - INFO - Training for patient 123 ...
2025-05-12 14:51:50 - INFO - Training for patient 124 ...
2025-05-12 14:51:58 - INFO - Training for patient 200 ...
2025-05-12 14:52:08 - INFO - Training for patient 203 ...
2025-05-12 14:52:17 - INFO - Training for patient 205 ...
2025-05-12 14:52:26 - INFO - Training for patient 208 ...
2025-05-12 14:52:37 - INFO - Training for patient 210 ...
2025-05-12 14:52:47 - INFO - Training for patient 212 ...
2025-05-12 14:52:57 - INFO - Training for patient 214 ...
2025-05-12 14:53:05 - INFO - Training for patient 215 ...
2025-05-12 14:53:18 - INFO - Training for patient 219 ...
2025-05-12 14:53:29 - INFO - Training for patient 220 ...
2025-05-12 14:53:39 - INFO - Training for patient 221 ...
2025-05-12 14:53:47 - INFO - Training for patient 228 ...
2025-05-12 14:53:55 - INFO - Training for patient 230 ...
2025-05-12 14:54:05 - INFO - Training for patient 231 ...
2025-05-12 14:54:14 - INFO - Training for patient 232 ...
2025-05-12 14:54:24 - INFO - Training for patient 233 ...
2025-05-12 14:54:32 - INFO - Repeat 5/10 for epsilon 1.81
2025-05-12 14:54:32 - INFO - Training for patient 100 ...
2025-05-12 14:54:42 - INFO - Training for patient 101 ...
2025-05-12 14:54:52 - INFO - Training for patient 103 ...
2025-05-12 14:55:02 - INFO - Training for patient 106 ...
2025-05-12 14:55:14 - INFO - Training for patient 108 ...
2025-05-12 14:55:28 - INFO - Training for patient 109 ...
2025-05-12 14:55:36 - INFO - Training for patient 111 ...
2025-05-12 14:55:47 - INFO - Training for patient 112 ...
2025-05-12 14:55:58 - INFO - Training for patient 113 ...
2025-05-12 14:56:07 - INFO - Training for patient 115 ...
2025-05-12 14:56:18 - INFO - Training for patient 116 ...
2025-05-12 14:56:31 - INFO - Training for patient 117 ...
2025-05-12 14:56:40 - INFO - Training for patient 118 ...
2025-05-12 14:56:50 - INFO - Training for patient 119 ...
2025-05-12 14:56:58 - INFO - Training for patient 121 ...
2025-05-12 14:57:06 - INFO - Training for patient 122 ...
2025-05-12 14:57:16 - INFO - Training for patient 123 ...
2025-05-12 14:57:26 - INFO - Training for patient 124 ...
2025-05-12 14:57:35 - INFO - Training for patient 200 ...
2025-05-12 14:57:44 - INFO - Training for patient 203 ...
2025-05-12 14:57:55 - INFO - Training for patient 205 ...
2025-05-12 14:58:07 - INFO - Training for patient 208 ...
2025-05-12 14:58:18 - INFO - Training for patient 210 ...
2025-05-12 14:58:27 - INFO - Training for patient 212 ...
2025-05-12 14:58:37 - INFO - Training for patient 214 ...
2025-05-12 14:58:48 - INFO - Training for patient 215 ...
2025-05-12 14:58:57 - INFO - Training for patient 219 ...
2025-05-12 14:59:10 - INFO - Training for patient 220 ...
2025-05-12 14:59:19 - INFO - Training for patient 221 ...
2025-05-12 14:59:26 - INFO - Training for patient 228 ...
2025-05-12 14:59:36 - INFO - Training for patient 230 ...
2025-05-12 14:59:45 - INFO - Training for patient 231 ...
2025-05-12 14:59:54 - INFO - Training for patient 232 ...
2025-05-12 15:00:06 - INFO - Training for patient 233 ...
2025-05-12 15:00:14 - INFO - Repeat 6/10 for epsilon 1.81
2025-05-12 15:00:14 - INFO - Training for patient 100 ...
2025-05-12 15:00:25 - INFO - Training for patient 101 ...
2025-05-12 15:00:35 - INFO - Training for patient 103 ...
2025-05-12 15:00:44 - INFO - Training for patient 106 ...
2025-05-12 15:00:57 - INFO - Training for patient 108 ...
2025-05-12 15:01:08 - INFO - Training for patient 109 ...
2025-05-12 15:01:18 - INFO - Training for patient 111 ...
2025-05-12 15:01:28 - INFO - Training for patient 112 ...
2025-05-12 15:01:39 - INFO - Training for patient 113 ...
2025-05-12 15:01:48 - INFO - Training for patient 115 ...
2025-05-12 15:01:57 - INFO - Training for patient 116 ...
2025-05-12 15:02:06 - INFO - Training for patient 117 ...
2025-05-12 15:02:15 - INFO - Training for patient 118 ...
2025-05-12 15:02:27 - INFO - Training for patient 119 ...
2025-05-12 15:02:37 - INFO - Training for patient 121 ...
2025-05-12 15:02:45 - INFO - Training for patient 122 ...
2025-05-12 15:02:55 - INFO - Training for patient 123 ...
2025-05-12 15:03:03 - INFO - Training for patient 124 ...
2025-05-12 15:03:12 - INFO - Training for patient 200 ...
2025-05-12 15:03:21 - INFO - Training for patient 203 ...
2025-05-12 15:03:33 - INFO - Training for patient 205 ...
2025-05-12 15:03:42 - INFO - Training for patient 208 ...
2025-05-12 15:03:51 - INFO - Training for patient 210 ...
2025-05-12 15:04:03 - INFO - Training for patient 212 ...
2025-05-12 15:04:15 - INFO - Training for patient 214 ...
2025-05-12 15:04:27 - INFO - Training for patient 215 ...
2025-05-12 15:04:39 - INFO - Training for patient 219 ...
2025-05-12 15:04:48 - INFO - Training for patient 220 ...
2025-05-12 15:04:58 - INFO - Training for patient 221 ...
2025-05-12 15:05:06 - INFO - Training for patient 228 ...
2025-05-12 15:05:15 - INFO - Training for patient 230 ...
2025-05-12 15:05:23 - INFO - Training for patient 231 ...
2025-05-12 15:05:33 - INFO - Training for patient 232 ...
2025-05-12 15:05:44 - INFO - Training for patient 233 ...
2025-05-12 15:05:53 - INFO - Repeat 7/10 for epsilon 1.81
2025-05-12 15:05:53 - INFO - Training for patient 100 ...
2025-05-12 15:06:05 - INFO - Training for patient 101 ...
2025-05-12 15:06:15 - INFO - Training for patient 103 ...
2025-05-12 15:06:25 - INFO - Training for patient 106 ...
2025-05-12 15:06:37 - INFO - Training for patient 108 ...
2025-05-12 15:06:47 - INFO - Training for patient 109 ...
2025-05-12 15:06:57 - INFO - Training for patient 111 ...
2025-05-12 15:07:06 - INFO - Training for patient 112 ...
2025-05-12 15:07:17 - INFO - Training for patient 113 ...
2025-05-12 15:07:25 - INFO - Training for patient 115 ...
2025-05-12 15:07:35 - INFO - Training for patient 116 ...
2025-05-12 15:07:45 - INFO - Training for patient 117 ...
2025-05-12 15:07:53 - INFO - Training for patient 118 ...
2025-05-12 15:08:04 - INFO - Training for patient 119 ...
2025-05-12 15:08:13 - INFO - Training for patient 121 ...
2025-05-12 15:08:21 - INFO - Training for patient 122 ...
2025-05-12 15:08:32 - INFO - Training for patient 123 ...
2025-05-12 15:08:43 - INFO - Training for patient 124 ...
2025-05-12 15:08:54 - INFO - Training for patient 200 ...
2025-05-12 15:09:03 - INFO - Training for patient 203 ...
2025-05-12 15:09:13 - INFO - Training for patient 205 ...
2025-05-12 15:09:22 - INFO - Training for patient 208 ...
2025-05-12 15:09:31 - INFO - Training for patient 210 ...
2025-05-12 15:09:43 - INFO - Training for patient 212 ...
2025-05-12 15:09:57 - INFO - Training for patient 214 ...
2025-05-12 15:10:09 - INFO - Training for patient 215 ...
2025-05-12 15:10:24 - INFO - Training for patient 219 ...
2025-05-12 15:10:35 - INFO - Training for patient 220 ...
2025-05-12 15:10:45 - INFO - Training for patient 221 ...
2025-05-12 15:10:53 - INFO - Training for patient 228 ...
2025-05-12 15:11:03 - INFO - Training for patient 230 ...
2025-05-12 15:11:12 - INFO - Training for patient 231 ...
2025-05-12 15:11:24 - INFO - Training for patient 232 ...
2025-05-12 15:11:35 - INFO - Training for patient 233 ...
2025-05-12 15:11:45 - INFO - Repeat 8/10 for epsilon 1.81
2025-05-12 15:11:45 - INFO - Training for patient 100 ...
2025-05-12 15:11:56 - INFO - Training for patient 101 ...
2025-05-12 15:12:05 - INFO - Training for patient 103 ...
2025-05-12 15:12:15 - INFO - Training for patient 106 ...
2025-05-12 15:12:27 - INFO - Training for patient 108 ...
2025-05-12 15:12:39 - INFO - Training for patient 109 ...
2025-05-12 15:12:50 - INFO - Training for patient 111 ...
2025-05-12 15:12:58 - INFO - Training for patient 112 ...
2025-05-12 15:13:13 - INFO - Training for patient 113 ...
2025-05-12 15:13:25 - INFO - Training for patient 115 ...
2025-05-12 15:13:35 - INFO - Training for patient 116 ...
2025-05-12 15:13:47 - INFO - Training for patient 117 ...
2025-05-12 15:13:57 - INFO - Training for patient 118 ...
2025-05-12 15:14:06 - INFO - Training for patient 119 ...
2025-05-12 15:14:14 - INFO - Training for patient 121 ...
2025-05-12 15:14:24 - INFO - Training for patient 122 ...
2025-05-12 15:14:36 - INFO - Training for patient 123 ...
2025-05-12 15:14:47 - INFO - Training for patient 124 ...
2025-05-12 15:14:54 - INFO - Training for patient 200 ...
2025-05-12 15:15:03 - INFO - Training for patient 203 ...
2025-05-12 15:15:15 - INFO - Training for patient 205 ...
2025-05-12 15:15:24 - INFO - Training for patient 208 ...
2025-05-12 15:15:37 - INFO - Training for patient 210 ...
2025-05-12 15:15:47 - INFO - Training for patient 212 ...
2025-05-12 15:15:57 - INFO - Training for patient 214 ...
2025-05-12 15:16:08 - INFO - Training for patient 215 ...
2025-05-12 15:16:19 - INFO - Training for patient 219 ...
2025-05-12 15:16:32 - INFO - Training for patient 220 ...
2025-05-12 15:16:43 - INFO - Training for patient 221 ...
2025-05-12 15:16:52 - INFO - Training for patient 228 ...
2025-05-12 15:17:03 - INFO - Training for patient 230 ...
2025-05-12 15:17:12 - INFO - Training for patient 231 ...
2025-05-12 15:17:22 - INFO - Training for patient 232 ...
2025-05-12 15:17:33 - INFO - Training for patient 233 ...
2025-05-12 15:17:41 - INFO - Repeat 9/10 for epsilon 1.81
2025-05-12 15:17:41 - INFO - Training for patient 100 ...
2025-05-12 15:17:50 - INFO - Training for patient 101 ...
2025-05-12 15:17:59 - INFO - Training for patient 103 ...
2025-05-12 15:18:09 - INFO - Training for patient 106 ...
2025-05-12 15:18:18 - INFO - Training for patient 108 ...
2025-05-12 15:18:28 - INFO - Training for patient 109 ...
2025-05-12 15:18:38 - INFO - Training for patient 111 ...
2025-05-12 15:18:49 - INFO - Training for patient 112 ...
2025-05-12 15:18:59 - INFO - Training for patient 113 ...
2025-05-12 15:19:08 - INFO - Training for patient 115 ...
2025-05-12 15:19:17 - INFO - Training for patient 116 ...
2025-05-12 15:19:29 - INFO - Training for patient 117 ...
2025-05-12 15:19:39 - INFO - Training for patient 118 ...
2025-05-12 15:19:49 - INFO - Training for patient 119 ...
2025-05-12 15:19:57 - INFO - Training for patient 121 ...
2025-05-12 15:20:07 - INFO - Training for patient 122 ...
2025-05-12 15:20:17 - INFO - Training for patient 123 ...
2025-05-12 15:20:29 - INFO - Training for patient 124 ...
2025-05-12 15:20:40 - INFO - Training for patient 200 ...
2025-05-12 15:20:48 - INFO - Training for patient 203 ...
2025-05-12 15:20:59 - INFO - Training for patient 205 ...
2025-05-12 15:21:08 - INFO - Training for patient 208 ...
2025-05-12 15:21:18 - INFO - Training for patient 210 ...
2025-05-12 15:21:29 - INFO - Training for patient 212 ...
2025-05-12 15:21:39 - INFO - Training for patient 214 ...
2025-05-12 15:21:50 - INFO - Training for patient 215 ...
2025-05-12 15:22:00 - INFO - Training for patient 219 ...
2025-05-12 15:22:09 - INFO - Training for patient 220 ...
2025-05-12 15:22:17 - INFO - Training for patient 221 ...
2025-05-12 15:22:25 - INFO - Training for patient 228 ...
2025-05-12 15:22:36 - INFO - Training for patient 230 ...
2025-05-12 15:22:44 - INFO - Training for patient 231 ...
2025-05-12 15:22:54 - INFO - Training for patient 232 ...
2025-05-12 15:23:07 - INFO - Training for patient 233 ...
2025-05-12 15:23:15 - INFO - Repeat 10/10 for epsilon 1.81
2025-05-12 15:23:15 - INFO - Training for patient 100 ...
2025-05-12 15:23:27 - INFO - Training for patient 101 ...
2025-05-12 15:23:34 - INFO - Training for patient 103 ...
2025-05-12 15:23:43 - INFO - Training for patient 106 ...
2025-05-12 15:23:55 - INFO - Training for patient 108 ...
2025-05-12 15:24:06 - INFO - Training for patient 109 ...
2025-05-12 15:24:17 - INFO - Training for patient 111 ...
2025-05-12 15:24:25 - INFO - Training for patient 112 ...
2025-05-12 15:24:35 - INFO - Training for patient 113 ...
2025-05-12 15:24:45 - INFO - Training for patient 115 ...
2025-05-12 15:24:55 - INFO - Training for patient 116 ...
2025-05-12 15:25:05 - INFO - Training for patient 117 ...
2025-05-12 15:25:15 - INFO - Training for patient 118 ...
2025-05-12 15:25:25 - INFO - Training for patient 119 ...
2025-05-12 15:25:34 - INFO - Training for patient 121 ...
2025-05-12 15:25:44 - INFO - Training for patient 122 ...
2025-05-12 15:25:57 - INFO - Training for patient 123 ...
2025-05-12 15:26:06 - INFO - Training for patient 124 ...
2025-05-12 15:26:16 - INFO - Training for patient 200 ...
2025-05-12 15:26:26 - INFO - Training for patient 203 ...
2025-05-12 15:26:36 - INFO - Training for patient 205 ...
2025-05-12 15:26:45 - INFO - Training for patient 208 ...
2025-05-12 15:26:59 - INFO - Training for patient 210 ...
2025-05-12 15:27:09 - INFO - Training for patient 212 ...
2025-05-12 15:27:20 - INFO - Training for patient 214 ...
2025-05-12 15:27:32 - INFO - Training for patient 215 ...
2025-05-12 15:27:42 - INFO - Training for patient 219 ...
2025-05-12 15:27:54 - INFO - Training for patient 220 ...
2025-05-12 15:28:03 - INFO - Training for patient 221 ...
2025-05-12 15:28:10 - INFO - Training for patient 228 ...
2025-05-12 15:28:19 - INFO - Training for patient 230 ...
2025-05-12 15:28:28 - INFO - Training for patient 231 ...
2025-05-12 15:28:38 - INFO - Training for patient 232 ...
2025-05-12 15:28:51 - INFO - Training for patient 233 ...
2025-05-12 15:29:00 - INFO - All repeats for epsilon 1.81 done. Saving now ...
2025-05-12 15:29:07 - INFO - Starting with epsilon 1.91 ...
2025-05-12 15:29:07 - INFO - Repeat 1/10 for epsilon 1.91
2025-05-12 15:29:07 - INFO - Training for patient 100 ...
2025-05-12 15:29:17 - INFO - Training for patient 101 ...
2025-05-12 15:29:26 - INFO - Training for patient 103 ...
2025-05-12 15:29:34 - INFO - Training for patient 106 ...
2025-05-12 15:29:44 - INFO - Training for patient 108 ...
2025-05-12 15:29:52 - INFO - Training for patient 109 ...
2025-05-12 15:30:02 - INFO - Training for patient 111 ...
2025-05-12 15:30:12 - INFO - Training for patient 112 ...
2025-05-12 15:30:22 - INFO - Training for patient 113 ...
2025-05-12 15:30:32 - INFO - Training for patient 115 ...
2025-05-12 15:30:43 - INFO - Training for patient 116 ...
2025-05-12 15:30:51 - INFO - Training for patient 117 ...
2025-05-12 15:31:02 - INFO - Training for patient 118 ...
2025-05-12 15:31:12 - INFO - Training for patient 119 ...
2025-05-12 15:31:20 - INFO - Training for patient 121 ...
2025-05-12 15:31:29 - INFO - Training for patient 122 ...
2025-05-12 15:31:40 - INFO - Training for patient 123 ...
2025-05-12 15:31:50 - INFO - Training for patient 124 ...
2025-05-12 15:31:59 - INFO - Training for patient 200 ...
2025-05-12 15:32:07 - INFO - Training for patient 203 ...
