nohup: ignoring input
2025-03-20 07:38:12 - INFO - Setup for laplace ...
2025-03-21 09:18:47 - INFO - Training for patient 215 ...
2025-03-21 09:18:57 - INFO - Training for patient 219 ...
2025-03-21 09:19:06 - INFO - Training for patient 220 ...
2025-03-21 09:19:15 - INFO - Training for patient 221 ...
2025-03-21 09:19:23 - INFO - Training for patient 228 ...
2025-03-21 09:19:33 - INFO - Training for patient 230 ...
2025-03-21 09:19:43 - INFO - Training for patient 231 ...
2025-03-21 09:19:51 - INFO - Training for patient 232 ...
2025-03-21 09:20:03 - INFO - Training for patient 233 ...
2025-03-21 09:20:11 - INFO - Repeat 10/10 for epsilon 0.71
2025-03-21 09:20:11 - INFO - Training for patient 100 ...
2025-03-21 09:20:22 - INFO - Training for patient 101 ...
2025-03-21 09:20:33 - INFO - Training for patient 103 ...
2025-03-21 09:20:42 - INFO - Training for patient 106 ...
2025-03-21 09:20:53 - INFO - Training for patient 108 ...
2025-03-21 09:21:03 - INFO - Training for patient 109 ...
2025-03-21 09:21:11 - INFO - Training for patient 111 ...
2025-03-21 09:21:19 - INFO - Training for patient 112 ...
2025-03-21 09:21:28 - INFO - Training for patient 113 ...
2025-03-21 09:21:38 - INFO - Training for patient 115 ...
2025-03-21 09:21:46 - INFO - Training for patient 116 ...
2025-03-21 09:21:56 - INFO - Training for patient 117 ...
2025-03-21 09:22:06 - INFO - Training for patient 118 ...
2025-03-21 09:22:14 - INFO - Training for patient 119 ...
2025-03-21 09:22:23 - INFO - Training for patient 121 ...
2025-03-21 09:22:32 - INFO - Training for patient 122 ...
2025-03-21 09:22:42 - INFO - Training for patient 123 ...
2025-03-21 09:22:50 - INFO - Training for patient 124 ...
2025-03-21 09:23:00 - INFO - Training for patient 200 ...
2025-03-21 09:23:09 - INFO - Training for patient 203 ...
2025-03-21 09:23:23 - INFO - Training for patient 205 ...
2025-03-21 09:23:34 - INFO - Training for patient 208 ...
2025-03-21 09:23:45 - INFO - Training for patient 210 ...
2025-03-21 09:23:53 - INFO - Training for patient 212 ...
2025-03-21 09:24:05 - INFO - Training for patient 214 ...
2025-03-21 09:24:16 - INFO - Training for patient 215 ...
2025-03-21 09:24:28 - INFO - Training for patient 219 ...
2025-03-21 09:24:38 - INFO - Training for patient 220 ...
2025-03-21 09:24:48 - INFO - Training for patient 221 ...
2025-03-21 09:24:58 - INFO - Training for patient 228 ...
2025-03-21 09:25:07 - INFO - Training for patient 230 ...
2025-03-21 09:25:17 - INFO - Training for patient 231 ...
2025-03-21 09:25:26 - INFO - Training for patient 232 ...
2025-03-21 09:25:37 - INFO - Training for patient 233 ...
2025-03-21 09:25:46 - INFO - All repeats for epsilon 0.71 done. Saving now ...
2025-03-21 09:25:57 - INFO - Starting with epsilon 0.81 ...
2025-03-21 09:25:57 - INFO - Repeat 1/10 for epsilon 0.81
2025-03-21 09:25:57 - INFO - Training for patient 100 ...
2025-03-21 09:26:06 - INFO - Training for patient 101 ...
2025-03-21 09:26:15 - INFO - Training for patient 103 ...
2025-03-21 09:26:24 - INFO - Training for patient 106 ...
2025-03-21 09:26:31 - INFO - Training for patient 108 ...
2025-03-21 09:26:41 - INFO - Training for patient 109 ...
2025-03-21 09:26:52 - INFO - Training for patient 111 ...
2025-03-21 09:27:04 - INFO - Training for patient 112 ...
2025-03-21 09:27:14 - INFO - Training for patient 113 ...
2025-03-21 09:27:24 - INFO - Training for patient 115 ...
2025-03-21 09:27:32 - INFO - Training for patient 116 ...
2025-03-21 09:27:42 - INFO - Training for patient 117 ...
2025-03-21 09:27:51 - INFO - Training for patient 118 ...
2025-03-21 09:27:59 - INFO - Training for patient 119 ...
2025-03-21 09:28:07 - INFO - Training for patient 121 ...
2025-03-21 09:28:17 - INFO - Training for patient 122 ...
2025-03-21 09:28:28 - INFO - Training for patient 123 ...
2025-03-21 09:28:38 - INFO - Training for patient 124 ...
2025-03-21 09:28:46 - INFO - Training for patient 200 ...
2025-03-21 09:28:56 - INFO - Training for patient 203 ...
2025-03-21 09:29:07 - INFO - Training for patient 205 ...
2025-03-21 09:29:15 - INFO - Training for patient 208 ...
2025-03-21 09:29:24 - INFO - Training for patient 210 ...
2025-03-21 09:29:31 - INFO - Training for patient 212 ...
2025-03-21 09:29:41 - INFO - Training for patient 214 ...
2025-03-21 09:29:51 - INFO - Training for patient 215 ...
2025-03-21 09:30:00 - INFO - Training for patient 219 ...
2025-03-21 09:30:09 - INFO - Training for patient 220 ...
2025-03-21 09:30:17 - INFO - Training for patient 221 ...
2025-03-21 09:30:25 - INFO - Training for patient 228 ...
2025-03-21 09:30:33 - INFO - Training for patient 230 ...
2025-03-21 09:30:43 - INFO - Training for patient 231 ...
2025-03-21 09:30:53 - INFO - Training for patient 232 ...
2025-03-21 09:31:03 - INFO - Training for patient 233 ...
2025-03-21 09:31:11 - INFO - Repeat 2/10 for epsilon 0.81
2025-03-21 09:31:11 - INFO - Training for patient 100 ...
2025-03-21 09:31:21 - INFO - Training for patient 101 ...
2025-03-21 09:31:30 - INFO - Training for patient 103 ...
2025-03-21 09:31:40 - INFO - Training for patient 106 ...
2025-03-21 09:31:50 - INFO - Training for patient 108 ...
2025-03-21 09:31:59 - INFO - Training for patient 109 ...
2025-03-21 09:32:10 - INFO - Training for patient 111 ...
2025-03-21 09:32:19 - INFO - Training for patient 112 ...
2025-03-21 09:32:29 - INFO - Training for patient 113 ...
2025-03-21 09:32:39 - INFO - Training for patient 115 ...
2025-03-21 09:32:49 - INFO - Training for patient 116 ...
2025-03-21 09:33:00 - INFO - Training for patient 117 ...
2025-03-21 09:33:07 - INFO - Training for patient 118 ...
2025-03-21 09:33:16 - INFO - Training for patient 119 ...
2025-03-21 09:33:26 - INFO - Training for patient 121 ...
2025-03-21 09:33:34 - INFO - Training for patient 122 ...
2025-03-21 09:33:45 - INFO - Training for patient 123 ...
2025-03-21 09:33:55 - INFO - Training for patient 124 ...
2025-03-21 09:34:04 - INFO - Training for patient 200 ...
2025-03-21 09:34:12 - INFO - Training for patient 203 ...
2025-03-21 09:34:23 - INFO - Training for patient 205 ...
2025-03-21 09:34:31 - INFO - Training for patient 208 ...
2025-03-21 09:34:43 - INFO - Training for patient 210 ...
2025-03-21 09:34:53 - INFO - Training for patient 212 ...
2025-03-21 09:35:04 - INFO - Training for patient 214 ...
2025-03-21 09:35:13 - INFO - Training for patient 215 ...
2025-03-21 09:35:23 - INFO - Training for patient 219 ...
2025-03-21 09:35:34 - INFO - Training for patient 220 ...
2025-03-21 09:35:43 - INFO - Training for patient 221 ...
2025-03-21 09:35:51 - INFO - Training for patient 228 ...
2025-03-21 09:36:01 - INFO - Training for patient 230 ...
2025-03-21 09:36:09 - INFO - Training for patient 231 ...
2025-03-21 09:36:22 - INFO - Training for patient 232 ...
2025-03-21 09:36:34 - INFO - Training for patient 233 ...
2025-03-21 09:36:43 - INFO - Repeat 3/10 for epsilon 0.81
2025-03-21 09:36:43 - INFO - Training for patient 100 ...
2025-03-21 09:36:54 - INFO - Training for patient 101 ...
2025-03-21 09:37:00 - INFO - Training for patient 103 ...
2025-03-21 09:37:08 - INFO - Training for patient 106 ...
2025-03-21 09:37:20 - INFO - Training for patient 108 ...
2025-03-21 09:37:31 - INFO - Training for patient 109 ...
2025-03-21 09:37:43 - INFO - Training for patient 111 ...
2025-03-21 09:37:51 - INFO - Training for patient 112 ...
2025-03-21 09:38:01 - INFO - Training for patient 113 ...
2025-03-21 09:38:10 - INFO - Training for patient 115 ...
2025-03-21 09:38:19 - INFO - Training for patient 116 ...
2025-03-21 09:38:30 - INFO - Training for patient 117 ...
2025-03-21 09:38:38 - INFO - Training for patient 118 ...
2025-03-21 09:38:48 - INFO - Training for patient 119 ...
2025-03-21 09:38:58 - INFO - Training for patient 121 ...
2025-03-21 09:39:09 - INFO - Training for patient 122 ...
2025-03-21 09:39:18 - INFO - Training for patient 123 ...
2025-03-21 09:39:27 - INFO - Training for patient 124 ...
2025-03-21 09:39:36 - INFO - Training for patient 200 ...
2025-03-21 09:39:44 - INFO - Training for patient 203 ...
2025-03-21 09:39:56 - INFO - Training for patient 205 ...
2025-03-21 09:40:06 - INFO - Training for patient 208 ...
2025-03-21 09:40:16 - INFO - Training for patient 210 ...
2025-03-21 09:40:26 - INFO - Training for patient 212 ...
2025-03-21 09:40:38 - INFO - Training for patient 214 ...
2025-03-21 09:40:50 - INFO - Training for patient 215 ...
2025-03-21 09:41:02 - INFO - Training for patient 219 ...
2025-03-21 09:41:14 - INFO - Training for patient 220 ...
2025-03-21 09:41:23 - INFO - Training for patient 221 ...
2025-03-21 09:41:33 - INFO - Training for patient 228 ...
2025-03-21 09:41:42 - INFO - Training for patient 230 ...
2025-03-21 09:41:54 - INFO - Training for patient 231 ...
2025-03-21 09:42:03 - INFO - Training for patient 232 ...
2025-03-21 09:42:13 - INFO - Training for patient 233 ...
2025-03-21 09:42:22 - INFO - Repeat 4/10 for epsilon 0.81
2025-03-21 09:42:22 - INFO - Training for patient 100 ...
2025-03-21 09:42:31 - INFO - Training for patient 101 ...
2025-03-21 09:42:40 - INFO - Training for patient 103 ...
2025-03-21 09:42:51 - INFO - Training for patient 106 ...
2025-03-21 09:43:01 - INFO - Training for patient 108 ...
2025-03-21 09:43:12 - INFO - Training for patient 109 ...
2025-03-21 09:43:20 - INFO - Training for patient 111 ...
2025-03-21 09:43:28 - INFO - Training for patient 112 ...
2025-03-21 09:43:37 - INFO - Training for patient 113 ...
2025-03-21 09:43:46 - INFO - Training for patient 115 ...
2025-03-21 09:43:55 - INFO - Training for patient 116 ...
2025-03-21 09:44:04 - INFO - Training for patient 117 ...
2025-03-21 09:44:15 - INFO - Training for patient 118 ...
2025-03-21 09:44:24 - INFO - Training for patient 119 ...
2025-03-21 09:44:33 - INFO - Training for patient 121 ...
2025-03-21 09:44:40 - INFO - Training for patient 122 ...
2025-03-21 09:44:50 - INFO - Training for patient 123 ...
2025-03-21 09:44:59 - INFO - Training for patient 124 ...
2025-03-21 09:45:09 - INFO - Training for patient 200 ...
2025-03-21 09:45:16 - INFO - Training for patient 203 ...
2025-03-21 09:45:26 - INFO - Training for patient 205 ...
2025-03-21 09:45:34 - INFO - Training for patient 208 ...
2025-03-21 09:45:44 - INFO - Training for patient 210 ...
2025-03-21 09:45:52 - INFO - Training for patient 212 ...
2025-03-21 09:46:02 - INFO - Training for patient 214 ...
2025-03-21 09:46:10 - INFO - Training for patient 215 ...
2025-03-21 09:46:20 - INFO - Training for patient 219 ...
2025-03-21 09:46:32 - INFO - Training for patient 220 ...
2025-03-21 09:46:42 - INFO - Training for patient 221 ...
2025-03-21 09:46:50 - INFO - Training for patient 228 ...
2025-03-21 09:46:58 - INFO - Training for patient 230 ...
2025-03-21 09:47:08 - INFO - Training for patient 231 ...
2025-03-21 09:47:16 - INFO - Training for patient 232 ...
2025-03-21 09:47:24 - INFO - Training for patient 233 ...
2025-03-21 09:47:33 - INFO - Repeat 5/10 for epsilon 0.81
2025-03-21 09:47:33 - INFO - Training for patient 100 ...
2025-03-21 09:47:42 - INFO - Training for patient 101 ...
2025-03-21 09:47:51 - INFO - Training for patient 103 ...
2025-03-21 09:48:00 - INFO - Training for patient 106 ...
2025-03-21 09:48:10 - INFO - Training for patient 108 ...
2025-03-21 09:48:20 - INFO - Training for patient 109 ...
2025-03-21 09:48:30 - INFO - Training for patient 111 ...
2025-03-21 09:48:38 - INFO - Training for patient 112 ...
2025-03-21 09:48:47 - INFO - Training for patient 113 ...
2025-03-21 09:48:55 - INFO - Training for patient 115 ...
2025-03-21 09:49:07 - INFO - Training for patient 116 ...
2025-03-21 09:49:17 - INFO - Training for patient 117 ...
2025-03-21 09:49:27 - INFO - Training for patient 118 ...
2025-03-21 09:49:35 - INFO - Training for patient 119 ...
2025-03-21 09:49:43 - INFO - Training for patient 121 ...
2025-03-21 09:49:53 - INFO - Training for patient 122 ...
2025-03-21 09:50:03 - INFO - Training for patient 123 ...
2025-03-21 09:50:13 - INFO - Training for patient 124 ...
2025-03-21 09:50:23 - INFO - Training for patient 200 ...
2025-03-21 09:50:32 - INFO - Training for patient 203 ...
2025-03-21 09:50:42 - INFO - Training for patient 205 ...
2025-03-21 09:50:52 - INFO - Training for patient 208 ...
2025-03-21 09:51:02 - INFO - Training for patient 210 ...
2025-03-21 09:51:12 - INFO - Training for patient 212 ...
2025-03-21 09:51:24 - INFO - Training for patient 214 ...
2025-03-21 09:51:35 - INFO - Training for patient 215 ...
2025-03-21 09:51:46 - INFO - Training for patient 219 ...
2025-03-21 09:51:57 - INFO - Training for patient 220 ...
2025-03-21 09:52:06 - INFO - Training for patient 221 ...
2025-03-21 09:52:14 - INFO - Training for patient 228 ...
2025-03-21 09:52:23 - INFO - Training for patient 230 ...
2025-03-21 09:52:31 - INFO - Training for patient 231 ...
2025-03-21 09:52:44 - INFO - Training for patient 232 ...
2025-03-21 09:52:54 - INFO - Training for patient 233 ...
2025-03-21 09:53:02 - INFO - Repeat 6/10 for epsilon 0.81
2025-03-21 09:53:02 - INFO - Training for patient 100 ...
2025-03-21 09:53:12 - INFO - Training for patient 101 ...
2025-03-21 09:53:21 - INFO - Training for patient 103 ...
2025-03-21 09:53:30 - INFO - Training for patient 106 ...
2025-03-21 09:53:39 - INFO - Training for patient 108 ...
2025-03-21 09:53:48 - INFO - Training for patient 109 ...
2025-03-21 09:54:00 - INFO - Training for patient 111 ...
2025-03-21 09:54:09 - INFO - Training for patient 112 ...
2025-03-21 09:54:20 - INFO - Training for patient 113 ...
2025-03-21 09:54:29 - INFO - Training for patient 115 ...
2025-03-21 09:54:39 - INFO - Training for patient 116 ...
2025-03-21 09:54:49 - INFO - Training for patient 117 ...
2025-03-21 09:54:59 - INFO - Training for patient 118 ...
2025-03-21 09:55:07 - INFO - Training for patient 119 ...
2025-03-21 09:55:16 - INFO - Training for patient 121 ...
2025-03-21 09:55:26 - INFO - Training for patient 122 ...
2025-03-21 09:55:36 - INFO - Training for patient 123 ...
2025-03-21 09:55:46 - INFO - Training for patient 124 ...
2025-03-21 09:55:55 - INFO - Training for patient 200 ...
2025-03-21 09:56:05 - INFO - Training for patient 203 ...
2025-03-21 09:56:15 - INFO - Training for patient 205 ...
2025-03-21 09:56:26 - INFO - Training for patient 208 ...
2025-03-21 09:56:35 - INFO - Training for patient 210 ...
2025-03-21 09:56:43 - INFO - Training for patient 212 ...
2025-03-21 09:56:52 - INFO - Training for patient 214 ...
2025-03-21 09:56:59 - INFO - Training for patient 215 ...
2025-03-21 09:57:08 - INFO - Training for patient 219 ...
2025-03-21 09:57:17 - INFO - Training for patient 220 ...
2025-03-21 09:57:25 - INFO - Training for patient 221 ...
2025-03-21 09:57:32 - INFO - Training for patient 228 ...
2025-03-21 09:57:40 - INFO - Training for patient 230 ...
2025-03-21 09:57:50 - INFO - Training for patient 231 ...
2025-03-21 09:57:58 - INFO - Training for patient 232 ...
2025-03-21 09:58:10 - INFO - Training for patient 233 ...
2025-03-21 09:58:18 - INFO - Repeat 7/10 for epsilon 0.81
2025-03-21 09:58:18 - INFO - Training for patient 100 ...
2025-03-21 09:58:27 - INFO - Training for patient 101 ...
2025-03-21 09:58:35 - INFO - Training for patient 103 ...
2025-03-21 09:58:48 - INFO - Training for patient 106 ...
2025-03-21 09:59:00 - INFO - Training for patient 108 ...
2025-03-21 09:59:08 - INFO - Training for patient 109 ...
2025-03-21 09:59:17 - INFO - Training for patient 111 ...
2025-03-21 09:59:25 - INFO - Training for patient 112 ...
2025-03-21 09:59:35 - INFO - Training for patient 113 ...
2025-03-21 09:59:45 - INFO - Training for patient 115 ...
2025-03-21 09:59:54 - INFO - Training for patient 116 ...
2025-03-21 10:00:06 - INFO - Training for patient 117 ...
2025-03-21 10:00:14 - INFO - Training for patient 118 ...
2025-03-21 10:00:24 - INFO - Training for patient 119 ...
2025-03-21 10:00:33 - INFO - Training for patient 121 ...
2025-03-21 10:00:41 - INFO - Training for patient 122 ...
2025-03-21 10:00:49 - INFO - Training for patient 123 ...
2025-03-21 10:00:58 - INFO - Training for patient 124 ...
2025-03-21 10:01:06 - INFO - Training for patient 200 ...
2025-03-21 10:01:13 - INFO - Training for patient 203 ...
2025-03-21 10:01:23 - INFO - Training for patient 205 ...
2025-03-21 10:01:32 - INFO - Training for patient 208 ...
2025-03-21 10:01:41 - INFO - Training for patient 210 ...
2025-03-21 10:01:49 - INFO - Training for patient 212 ...
2025-03-21 10:02:04 - INFO - Training for patient 214 ...
2025-03-21 10:02:15 - INFO - Training for patient 215 ...
2025-03-21 10:02:26 - INFO - Training for patient 219 ...
2025-03-21 10:02:36 - INFO - Training for patient 220 ...
2025-03-21 10:02:45 - INFO - Training for patient 221 ...
2025-03-21 10:02:54 - INFO - Training for patient 228 ...
2025-03-21 10:03:03 - INFO - Training for patient 230 ...
2025-03-21 10:03:13 - INFO - Training for patient 231 ...
2025-03-21 10:03:23 - INFO - Training for patient 232 ...
2025-03-21 10:03:34 - INFO - Training for patient 233 ...
2025-03-21 10:03:44 - INFO - Repeat 8/10 for epsilon 0.81
2025-03-21 10:03:44 - INFO - Training for patient 100 ...
2025-03-21 10:03:56 - INFO - Training for patient 101 ...
2025-03-21 10:04:03 - INFO - Training for patient 103 ...
2025-03-21 10:04:12 - INFO - Training for patient 106 ...
2025-03-21 10:04:23 - INFO - Training for patient 108 ...
2025-03-21 10:04:33 - INFO - Training for patient 109 ...
2025-03-21 10:04:43 - INFO - Training for patient 111 ...
2025-03-21 10:04:53 - INFO - Training for patient 112 ...
2025-03-21 10:05:02 - INFO - Training for patient 113 ...
2025-03-21 10:05:11 - INFO - Training for patient 115 ...
2025-03-21 10:05:22 - INFO - Training for patient 116 ...
2025-03-21 10:05:35 - INFO - Training for patient 117 ...
2025-03-21 10:05:45 - INFO - Training for patient 118 ...
2025-03-21 10:05:54 - INFO - Training for patient 119 ...
2025-03-21 10:06:03 - INFO - Training for patient 121 ...
2025-03-21 10:06:11 - INFO - Training for patient 122 ...
2025-03-21 10:06:22 - INFO - Training for patient 123 ...
2025-03-21 10:06:32 - INFO - Training for patient 124 ...
2025-03-21 10:06:41 - INFO - Training for patient 200 ...
2025-03-21 10:06:50 - INFO - Training for patient 203 ...
2025-03-21 10:07:02 - INFO - Training for patient 205 ...
2025-03-21 10:07:09 - INFO - Training for patient 208 ...
2025-03-21 10:07:19 - INFO - Training for patient 210 ...
2025-03-21 10:07:29 - INFO - Training for patient 212 ...
2025-03-21 10:07:38 - INFO - Training for patient 214 ...
2025-03-21 10:07:48 - INFO - Training for patient 215 ...
2025-03-21 10:08:00 - INFO - Training for patient 219 ...
2025-03-21 10:08:11 - INFO - Training for patient 220 ...
2025-03-21 10:08:19 - INFO - Training for patient 221 ...
2025-03-21 10:08:30 - INFO - Training for patient 228 ...
2025-03-21 10:08:39 - INFO - Training for patient 230 ...
2025-03-21 10:08:51 - INFO - Training for patient 231 ...
2025-03-21 10:09:01 - INFO - Training for patient 232 ...
2025-03-21 10:09:11 - INFO - Training for patient 233 ...
2025-03-21 10:09:18 - INFO - Repeat 9/10 for epsilon 0.81
2025-03-21 10:09:18 - INFO - Training for patient 100 ...
2025-03-21 10:09:28 - INFO - Training for patient 101 ...
2025-03-21 10:09:38 - INFO - Training for patient 103 ...
2025-03-21 10:09:48 - INFO - Training for patient 106 ...
2025-03-21 10:09:59 - INFO - Training for patient 108 ...
2025-03-21 10:10:10 - INFO - Training for patient 109 ...
2025-03-21 10:10:19 - INFO - Training for patient 111 ...
2025-03-21 10:10:28 - INFO - Training for patient 112 ...
2025-03-21 10:10:36 - INFO - Training for patient 113 ...
2025-03-21 10:10:46 - INFO - Training for patient 115 ...
2025-03-21 10:10:56 - INFO - Training for patient 116 ...
2025-03-21 10:11:07 - INFO - Training for patient 117 ...
2025-03-21 10:11:16 - INFO - Training for patient 118 ...
2025-03-21 10:11:24 - INFO - Training for patient 119 ...
2025-03-21 10:11:32 - INFO - Training for patient 121 ...
2025-03-21 10:11:41 - INFO - Training for patient 122 ...
2025-03-21 10:11:49 - INFO - Training for patient 123 ...
2025-03-21 10:11:59 - INFO - Training for patient 124 ...
2025-03-21 10:12:09 - INFO - Training for patient 200 ...
2025-03-21 10:12:17 - INFO - Training for patient 203 ...
2025-03-21 10:12:28 - INFO - Training for patient 205 ...
2025-03-21 10:12:37 - INFO - Training for patient 208 ...
2025-03-21 10:12:46 - INFO - Training for patient 210 ...
2025-03-21 10:12:55 - INFO - Training for patient 212 ...
2025-03-21 10:13:05 - INFO - Training for patient 214 ...
2025-03-21 10:13:17 - INFO - Training for patient 215 ...
2025-03-21 10:13:29 - INFO - Training for patient 219 ...
2025-03-21 10:13:40 - INFO - Training for patient 220 ...
2025-03-21 10:13:50 - INFO - Training for patient 221 ...
2025-03-21 10:13:58 - INFO - Training for patient 228 ...
2025-03-21 10:14:06 - INFO - Training for patient 230 ...
2025-03-21 10:14:19 - INFO - Training for patient 231 ...
2025-03-21 10:14:27 - INFO - Training for patient 232 ...
2025-03-21 10:14:38 - INFO - Training for patient 233 ...
2025-03-21 10:14:47 - INFO - Repeat 10/10 for epsilon 0.81
2025-03-21 10:14:47 - INFO - Training for patient 100 ...
2025-03-21 10:14:55 - INFO - Training for patient 101 ...
2025-03-21 10:15:05 - INFO - Training for patient 103 ...
2025-03-21 10:15:13 - INFO - Training for patient 106 ...
2025-03-21 10:15:23 - INFO - Training for patient 108 ...
2025-03-21 10:15:33 - INFO - Training for patient 109 ...
2025-03-21 10:15:44 - INFO - Training for patient 111 ...
2025-03-21 10:15:54 - INFO - Training for patient 112 ...
2025-03-21 10:16:05 - INFO - Training for patient 113 ...
2025-03-21 10:16:15 - INFO - Training for patient 115 ...
2025-03-21 10:16:24 - INFO - Training for patient 116 ...
2025-03-21 10:16:35 - INFO - Training for patient 117 ...
2025-03-21 10:16:43 - INFO - Training for patient 118 ...
2025-03-21 10:16:52 - INFO - Training for patient 119 ...
2025-03-21 10:17:01 - INFO - Training for patient 121 ...
2025-03-21 10:17:12 - INFO - Training for patient 122 ...
2025-03-21 10:17:22 - INFO - Training for patient 123 ...
2025-03-21 10:17:31 - INFO - Training for patient 124 ...
2025-03-21 10:17:39 - INFO - Training for patient 200 ...
2025-03-21 10:17:46 - INFO - Training for patient 203 ...
2025-03-21 10:17:58 - INFO - Training for patient 205 ...
2025-03-21 10:18:07 - INFO - Training for patient 208 ...
2025-03-21 10:18:16 - INFO - Training for patient 210 ...
2025-03-21 10:18:25 - INFO - Training for patient 212 ...
2025-03-21 10:18:35 - INFO - Training for patient 214 ...
2025-03-21 10:18:45 - INFO - Training for patient 215 ...
2025-03-21 10:18:56 - INFO - Training for patient 219 ...
2025-03-21 10:19:06 - INFO - Training for patient 220 ...
2025-03-21 10:19:14 - INFO - Training for patient 221 ...
2025-03-21 10:19:21 - INFO - Training for patient 228 ...
2025-03-21 10:19:31 - INFO - Training for patient 230 ...
2025-03-21 10:19:40 - INFO - Training for patient 231 ...
2025-03-21 10:19:49 - INFO - Training for patient 232 ...
2025-03-21 10:20:00 - INFO - Training for patient 233 ...
2025-03-21 10:20:09 - INFO - All repeats for epsilon 0.81 done. Saving now ...
2025-03-21 10:20:20 - INFO - Starting with epsilon 1.11 ...
2025-03-21 10:20:20 - INFO - Repeat 1/10 for epsilon 1.11
2025-03-21 10:20:20 - INFO - Training for patient 100 ...
2025-03-21 10:20:31 - INFO - Training for patient 101 ...
2025-03-21 10:20:41 - INFO - Training for patient 103 ...
2025-03-21 10:20:52 - INFO - Training for patient 106 ...
2025-03-21 10:21:01 - INFO - Training for patient 108 ...
2025-03-21 10:21:11 - INFO - Training for patient 109 ...
2025-03-21 10:21:22 - INFO - Training for patient 111 ...
2025-03-21 10:21:31 - INFO - Training for patient 112 ...
2025-03-21 10:21:40 - INFO - Training for patient 113 ...
2025-03-21 10:21:49 - INFO - Training for patient 115 ...
2025-03-21 10:21:58 - INFO - Training for patient 116 ...
2025-03-21 10:22:10 - INFO - Training for patient 117 ...
2025-03-21 10:22:19 - INFO - Training for patient 118 ...
2025-03-21 10:22:27 - INFO - Training for patient 119 ...
2025-03-21 10:22:35 - INFO - Training for patient 121 ...
2025-03-21 10:22:43 - INFO - Training for patient 122 ...
2025-03-21 10:22:51 - INFO - Training for patient 123 ...
2025-03-21 10:23:02 - INFO - Training for patient 124 ...
2025-03-21 10:23:12 - INFO - Training for patient 200 ...
2025-03-21 10:23:20 - INFO - Training for patient 203 ...
2025-03-21 10:23:29 - INFO - Training for patient 205 ...
2025-03-21 10:23:38 - INFO - Training for patient 208 ...
2025-03-21 10:23:46 - INFO - Training for patient 210 ...
2025-03-21 10:23:54 - INFO - Training for patient 212 ...
2025-03-21 10:24:04 - INFO - Training for patient 214 ...
2025-03-21 10:24:14 - INFO - Training for patient 215 ...
2025-03-21 10:24:24 - INFO - Training for patient 219 ...
2025-03-21 10:24:36 - INFO - Training for patient 220 ...
2025-03-21 10:24:46 - INFO - Training for patient 221 ...
2025-03-21 10:24:55 - INFO - Training for patient 228 ...
2025-03-21 10:25:04 - INFO - Training for patient 230 ...
2025-03-21 10:25:15 - INFO - Training for patient 231 ...
2025-03-21 10:25:24 - INFO - Training for patient 232 ...
2025-03-21 10:25:34 - INFO - Training for patient 233 ...
2025-03-21 10:25:42 - INFO - Repeat 2/10 for epsilon 1.11
2025-03-21 10:25:42 - INFO - Training for patient 100 ...
2025-03-21 10:25:56 - INFO - Training for patient 101 ...
2025-03-21 10:26:03 - INFO - Training for patient 103 ...
2025-03-21 10:26:09 - INFO - Training for patient 106 ...
2025-03-21 10:26:19 - INFO - Training for patient 108 ...
2025-03-21 10:26:27 - INFO - Training for patient 109 ...
2025-03-21 10:26:36 - INFO - Training for patient 111 ...
2025-03-21 10:26:45 - INFO - Training for patient 112 ...
2025-03-21 10:26:56 - INFO - Training for patient 113 ...
2025-03-21 10:27:05 - INFO - Training for patient 115 ...
2025-03-21 10:27:16 - INFO - Training for patient 116 ...
2025-03-21 10:27:31 - INFO - Training for patient 117 ...
2025-03-21 10:27:40 - INFO - Training for patient 118 ...
2025-03-21 10:27:50 - INFO - Training for patient 119 ...
2025-03-21 10:27:59 - INFO - Training for patient 121 ...
2025-03-21 10:28:09 - INFO - Training for patient 122 ...
2025-03-21 10:28:20 - INFO - Training for patient 123 ...
2025-03-21 10:28:30 - INFO - Training for patient 124 ...
2025-03-21 10:28:40 - INFO - Training for patient 200 ...
2025-03-21 10:28:47 - INFO - Training for patient 203 ...
2025-03-21 10:28:58 - INFO - Training for patient 205 ...
2025-03-21 10:29:06 - INFO - Training for patient 208 ...
2025-03-21 10:29:14 - INFO - Training for patient 210 ...
2025-03-21 10:29:24 - INFO - Training for patient 212 ...
2025-03-21 10:29:36 - INFO - Training for patient 214 ...
2025-03-21 10:29:46 - INFO - Training for patient 215 ...
2025-03-21 10:29:56 - INFO - Training for patient 219 ...
2025-03-21 10:30:08 - INFO - Training for patient 220 ...
2025-03-21 10:30:15 - INFO - Training for patient 221 ...
2025-03-21 10:30:24 - INFO - Training for patient 228 ...
2025-03-21 10:30:33 - INFO - Training for patient 230 ...
2025-03-21 10:30:43 - INFO - Training for patient 231 ...
2025-03-21 10:30:52 - INFO - Training for patient 232 ...
2025-03-21 10:31:02 - INFO - Training for patient 233 ...
2025-03-21 10:31:11 - INFO - Repeat 3/10 for epsilon 1.11
2025-03-21 10:31:11 - INFO - Training for patient 100 ...
2025-03-21 10:31:20 - INFO - Training for patient 101 ...
2025-03-21 10:31:30 - INFO - Training for patient 103 ...
2025-03-21 10:31:37 - INFO - Training for patient 106 ...
2025-03-21 10:31:47 - INFO - Training for patient 108 ...
2025-03-21 10:31:57 - INFO - Training for patient 109 ...
2025-03-21 10:32:05 - INFO - Training for patient 111 ...
