nohup: ignoring input
2025-03-15 21:40:37 - INFO - Setup for laplace ...
2025-03-18 15:36:00 - INFO - Training for patient 101 ...
2025-03-18 15:36:10 - INFO - Training for patient 103 ...
2025-03-18 15:36:18 - INFO - Training for patient 106 ...
2025-03-18 15:36:30 - INFO - Training for patient 108 ...
2025-03-18 15:36:37 - INFO - Training for patient 109 ...
2025-03-18 15:36:47 - INFO - Training for patient 111 ...
2025-03-18 15:36:56 - INFO - Training for patient 112 ...
2025-03-18 15:37:06 - INFO - Training for patient 113 ...
2025-03-18 15:37:17 - INFO - Training for patient 115 ...
2025-03-18 15:37:26 - INFO - Training for patient 116 ...
2025-03-18 15:37:35 - INFO - Training for patient 117 ...
2025-03-18 15:37:44 - INFO - Training for patient 118 ...
2025-03-18 15:37:54 - INFO - Training for patient 119 ...
2025-03-18 15:38:04 - INFO - Training for patient 121 ...
2025-03-18 15:38:14 - INFO - Training for patient 122 ...
2025-03-18 15:38:23 - INFO - Training for patient 123 ...
2025-03-18 15:38:33 - INFO - Training for patient 124 ...
2025-03-18 15:38:43 - INFO - Training for patient 200 ...
2025-03-18 15:38:52 - INFO - Training for patient 203 ...
2025-03-18 15:39:06 - INFO - Training for patient 205 ...
2025-03-18 15:39:14 - INFO - Training for patient 208 ...
2025-03-18 15:39:25 - INFO - Training for patient 210 ...
2025-03-18 15:39:33 - INFO - Training for patient 212 ...
2025-03-18 15:39:41 - INFO - Training for patient 214 ...
2025-03-18 15:39:50 - INFO - Training for patient 215 ...
2025-03-18 15:40:02 - INFO - Training for patient 219 ...
2025-03-18 15:40:12 - INFO - Training for patient 220 ...
2025-03-18 15:40:21 - INFO - Training for patient 221 ...
2025-03-18 15:40:30 - INFO - Training for patient 228 ...
2025-03-18 15:40:38 - INFO - Training for patient 230 ...
2025-03-18 15:40:48 - INFO - Training for patient 231 ...
2025-03-18 15:40:57 - INFO - Training for patient 232 ...
2025-03-18 15:41:09 - INFO - Training for patient 233 ...
2025-03-18 15:41:18 - INFO - Repeat 2/10 for epsilon 6.91
2025-03-18 15:41:18 - INFO - Training for patient 100 ...
2025-03-18 15:41:30 - INFO - Training for patient 101 ...
2025-03-18 15:41:39 - INFO - Training for patient 103 ...
2025-03-18 15:41:49 - INFO - Training for patient 106 ...
2025-03-18 15:41:59 - INFO - Training for patient 108 ...
2025-03-18 15:42:08 - INFO - Training for patient 109 ...
2025-03-18 15:42:19 - INFO - Training for patient 111 ...
2025-03-18 15:42:31 - INFO - Training for patient 112 ...
2025-03-18 15:42:40 - INFO - Training for patient 113 ...
2025-03-18 15:42:50 - INFO - Training for patient 115 ...
2025-03-18 15:43:01 - INFO - Training for patient 116 ...
2025-03-18 15:43:14 - INFO - Training for patient 117 ...
2025-03-18 15:43:22 - INFO - Training for patient 118 ...
2025-03-18 15:43:31 - INFO - Training for patient 119 ...
2025-03-18 15:43:39 - INFO - Training for patient 121 ...
2025-03-18 15:43:48 - INFO - Training for patient 122 ...
2025-03-18 15:43:59 - INFO - Training for patient 123 ...
2025-03-18 15:44:08 - INFO - Training for patient 124 ...
2025-03-18 15:44:19 - INFO - Training for patient 200 ...
2025-03-18 15:44:28 - INFO - Training for patient 203 ...
2025-03-18 15:44:39 - INFO - Training for patient 205 ...
2025-03-18 15:44:49 - INFO - Training for patient 208 ...
2025-03-18 15:44:59 - INFO - Training for patient 210 ...
2025-03-18 15:45:07 - INFO - Training for patient 212 ...
2025-03-18 15:45:16 - INFO - Training for patient 214 ...
2025-03-18 15:45:22 - INFO - Training for patient 215 ...
2025-03-18 15:45:33 - INFO - Training for patient 219 ...
2025-03-18 15:45:43 - INFO - Training for patient 220 ...
2025-03-18 15:45:52 - INFO - Training for patient 221 ...
2025-03-18 15:46:00 - INFO - Training for patient 228 ...
2025-03-18 15:46:08 - INFO - Training for patient 230 ...
2025-03-18 15:46:19 - INFO - Training for patient 231 ...
2025-03-18 15:46:29 - INFO - Training for patient 232 ...
2025-03-18 15:46:39 - INFO - Training for patient 233 ...
2025-03-18 15:46:48 - INFO - Repeat 3/10 for epsilon 6.91
2025-03-18 15:46:48 - INFO - Training for patient 100 ...
2025-03-18 15:47:00 - INFO - Training for patient 101 ...
2025-03-18 15:47:10 - INFO - Training for patient 103 ...
2025-03-18 15:47:23 - INFO - Training for patient 106 ...
2025-03-18 15:47:35 - INFO - Training for patient 108 ...
2025-03-18 15:47:46 - INFO - Training for patient 109 ...
2025-03-18 15:47:58 - INFO - Training for patient 111 ...
2025-03-18 15:48:08 - INFO - Training for patient 112 ...
2025-03-18 15:48:18 - INFO - Training for patient 113 ...
2025-03-18 15:48:27 - INFO - Training for patient 115 ...
2025-03-18 15:48:36 - INFO - Training for patient 116 ...
2025-03-18 15:48:46 - INFO - Training for patient 117 ...
2025-03-18 15:48:56 - INFO - Training for patient 118 ...
2025-03-18 15:49:06 - INFO - Training for patient 119 ...
2025-03-18 15:49:13 - INFO - Training for patient 121 ...
2025-03-18 15:49:22 - INFO - Training for patient 122 ...
2025-03-18 15:49:31 - INFO - Training for patient 123 ...
2025-03-18 15:49:40 - INFO - Training for patient 124 ...
2025-03-18 15:49:47 - INFO - Training for patient 200 ...
2025-03-18 15:49:55 - INFO - Training for patient 203 ...
2025-03-18 15:50:09 - INFO - Training for patient 205 ...
2025-03-18 15:50:16 - INFO - Training for patient 208 ...
2025-03-18 15:50:27 - INFO - Training for patient 210 ...
2025-03-18 15:50:35 - INFO - Training for patient 212 ...
2025-03-18 15:50:44 - INFO - Training for patient 214 ...
2025-03-18 15:50:53 - INFO - Training for patient 215 ...
2025-03-18 15:51:04 - INFO - Training for patient 219 ...
2025-03-18 15:51:15 - INFO - Training for patient 220 ...
2025-03-18 15:51:26 - INFO - Training for patient 221 ...
2025-03-18 15:51:35 - INFO - Training for patient 228 ...
2025-03-18 15:51:46 - INFO - Training for patient 230 ...
2025-03-18 15:51:55 - INFO - Training for patient 231 ...
2025-03-18 15:52:03 - INFO - Training for patient 232 ...
2025-03-18 15:52:14 - INFO - Training for patient 233 ...
2025-03-18 15:52:22 - INFO - Repeat 4/10 for epsilon 6.91
2025-03-18 15:52:22 - INFO - Training for patient 100 ...
2025-03-18 15:52:33 - INFO - Training for patient 101 ...
2025-03-18 15:52:42 - INFO - Training for patient 103 ...
2025-03-18 15:52:50 - INFO - Training for patient 106 ...
2025-03-18 15:53:00 - INFO - Training for patient 108 ...
2025-03-18 15:53:10 - INFO - Training for patient 109 ...
2025-03-18 15:53:23 - INFO - Training for patient 111 ...
2025-03-18 15:53:33 - INFO - Training for patient 112 ...
2025-03-18 15:53:42 - INFO - Training for patient 113 ...
2025-03-18 15:53:53 - INFO - Training for patient 115 ...
2025-03-18 15:54:02 - INFO - Training for patient 116 ...
2025-03-18 15:54:13 - INFO - Training for patient 117 ...
2025-03-18 15:54:22 - INFO - Training for patient 118 ...
2025-03-18 15:54:33 - INFO - Training for patient 119 ...
2025-03-18 15:54:41 - INFO - Training for patient 121 ...
2025-03-18 15:54:51 - INFO - Training for patient 122 ...
2025-03-18 15:55:02 - INFO - Training for patient 123 ...
2025-03-18 15:55:10 - INFO - Training for patient 124 ...
2025-03-18 15:55:20 - INFO - Training for patient 200 ...
2025-03-18 15:55:29 - INFO - Training for patient 203 ...
2025-03-18 15:55:39 - INFO - Training for patient 205 ...
2025-03-18 15:55:50 - INFO - Training for patient 208 ...
2025-03-18 15:56:01 - INFO - Training for patient 210 ...
2025-03-18 15:56:09 - INFO - Training for patient 212 ...
2025-03-18 15:56:20 - INFO - Training for patient 214 ...
2025-03-18 15:56:31 - INFO - Training for patient 215 ...
2025-03-18 15:56:40 - INFO - Training for patient 219 ...
2025-03-18 15:56:50 - INFO - Training for patient 220 ...
2025-03-18 15:57:00 - INFO - Training for patient 221 ...
2025-03-18 15:57:09 - INFO - Training for patient 228 ...
2025-03-18 15:57:19 - INFO - Training for patient 230 ...
2025-03-18 15:57:30 - INFO - Training for patient 231 ...
2025-03-18 15:57:40 - INFO - Training for patient 232 ...
2025-03-18 15:57:50 - INFO - Training for patient 233 ...
2025-03-18 15:57:59 - INFO - Repeat 5/10 for epsilon 6.91
2025-03-18 15:57:59 - INFO - Training for patient 100 ...
2025-03-18 15:58:11 - INFO - Training for patient 101 ...
2025-03-18 15:58:21 - INFO - Training for patient 103 ...
2025-03-18 15:58:30 - INFO - Training for patient 106 ...
2025-03-18 15:58:40 - INFO - Training for patient 108 ...
2025-03-18 15:58:52 - INFO - Training for patient 109 ...
2025-03-18 15:58:59 - INFO - Training for patient 111 ...
2025-03-18 15:59:09 - INFO - Training for patient 112 ...
2025-03-18 15:59:17 - INFO - Training for patient 113 ...
2025-03-18 15:59:26 - INFO - Training for patient 115 ...
2025-03-18 15:59:34 - INFO - Training for patient 116 ...
2025-03-18 15:59:45 - INFO - Training for patient 117 ...
2025-03-18 15:59:52 - INFO - Training for patient 118 ...
2025-03-18 16:00:01 - INFO - Training for patient 119 ...
2025-03-18 16:00:10 - INFO - Training for patient 121 ...
2025-03-18 16:00:19 - INFO - Training for patient 122 ...
2025-03-18 16:00:31 - INFO - Training for patient 123 ...
2025-03-18 16:00:41 - INFO - Training for patient 124 ...
2025-03-18 16:00:51 - INFO - Training for patient 200 ...
2025-03-18 16:00:59 - INFO - Training for patient 203 ...
2025-03-18 16:01:08 - INFO - Training for patient 205 ...
2025-03-18 16:01:19 - INFO - Training for patient 208 ...
2025-03-18 16:01:29 - INFO - Training for patient 210 ...
2025-03-18 16:01:39 - INFO - Training for patient 212 ...
2025-03-18 16:01:49 - INFO - Training for patient 214 ...
2025-03-18 16:01:59 - INFO - Training for patient 215 ...
2025-03-18 16:02:10 - INFO - Training for patient 219 ...
2025-03-18 16:02:21 - INFO - Training for patient 220 ...
2025-03-18 16:02:30 - INFO - Training for patient 221 ...
2025-03-18 16:02:38 - INFO - Training for patient 228 ...
2025-03-18 16:02:46 - INFO - Training for patient 230 ...
2025-03-18 16:02:55 - INFO - Training for patient 231 ...
2025-03-18 16:03:05 - INFO - Training for patient 232 ...
2025-03-18 16:03:15 - INFO - Training for patient 233 ...
2025-03-18 16:03:26 - INFO - Repeat 6/10 for epsilon 6.91
2025-03-18 16:03:26 - INFO - Training for patient 100 ...
2025-03-18 16:03:37 - INFO - Training for patient 101 ...
2025-03-18 16:03:46 - INFO - Training for patient 103 ...
2025-03-18 16:03:56 - INFO - Training for patient 106 ...
2025-03-18 16:04:08 - INFO - Training for patient 108 ...
2025-03-18 16:04:18 - INFO - Training for patient 109 ...
2025-03-18 16:04:29 - INFO - Training for patient 111 ...
2025-03-18 16:04:40 - INFO - Training for patient 112 ...
2025-03-18 16:04:49 - INFO - Training for patient 113 ...
2025-03-18 16:05:00 - INFO - Training for patient 115 ...
2025-03-18 16:05:10 - INFO - Training for patient 116 ...
2025-03-18 16:05:21 - INFO - Training for patient 117 ...
2025-03-18 16:05:31 - INFO - Training for patient 118 ...
2025-03-18 16:05:40 - INFO - Training for patient 119 ...
2025-03-18 16:05:49 - INFO - Training for patient 121 ...
2025-03-18 16:06:00 - INFO - Training for patient 122 ...
2025-03-18 16:06:10 - INFO - Training for patient 123 ...
2025-03-18 16:06:19 - INFO - Training for patient 124 ...
2025-03-18 16:06:29 - INFO - Training for patient 200 ...
2025-03-18 16:06:37 - INFO - Training for patient 203 ...
2025-03-18 16:06:48 - INFO - Training for patient 205 ...
2025-03-18 16:07:02 - INFO - Training for patient 208 ...
2025-03-18 16:07:11 - INFO - Training for patient 210 ...
2025-03-18 16:07:21 - INFO - Training for patient 212 ...
2025-03-18 16:07:32 - INFO - Training for patient 214 ...
2025-03-18 16:07:42 - INFO - Training for patient 215 ...
2025-03-18 16:07:54 - INFO - Training for patient 219 ...
2025-03-18 16:08:07 - INFO - Training for patient 220 ...
2025-03-18 16:08:15 - INFO - Training for patient 221 ...
2025-03-18 16:08:26 - INFO - Training for patient 228 ...
2025-03-18 16:08:38 - INFO - Training for patient 230 ...
2025-03-18 16:08:49 - INFO - Training for patient 231 ...
2025-03-18 16:09:00 - INFO - Training for patient 232 ...
2025-03-18 16:09:13 - INFO - Training for patient 233 ...
2025-03-18 16:09:21 - INFO - Repeat 7/10 for epsilon 6.91
2025-03-18 16:09:21 - INFO - Training for patient 100 ...
2025-03-18 16:09:33 - INFO - Training for patient 101 ...
2025-03-18 16:09:43 - INFO - Training for patient 103 ...
2025-03-18 16:09:54 - INFO - Training for patient 106 ...
2025-03-18 16:10:04 - INFO - Training for patient 108 ...
2025-03-18 16:10:14 - INFO - Training for patient 109 ...
2025-03-18 16:10:26 - INFO - Training for patient 111 ...
2025-03-18 16:10:33 - INFO - Training for patient 112 ...
2025-03-18 16:10:43 - INFO - Training for patient 113 ...
2025-03-18 16:10:52 - INFO - Training for patient 115 ...
2025-03-18 16:11:01 - INFO - Training for patient 116 ...
2025-03-18 16:11:11 - INFO - Training for patient 117 ...
2025-03-18 16:11:22 - INFO - Training for patient 118 ...
2025-03-18 16:11:31 - INFO - Training for patient 119 ...
2025-03-18 16:11:40 - INFO - Training for patient 121 ...
2025-03-18 16:11:50 - INFO - Training for patient 122 ...
2025-03-18 16:12:00 - INFO - Training for patient 123 ...
2025-03-18 16:12:10 - INFO - Training for patient 124 ...
2025-03-18 16:12:19 - INFO - Training for patient 200 ...
2025-03-18 16:12:27 - INFO - Training for patient 203 ...
2025-03-18 16:12:37 - INFO - Training for patient 205 ...
2025-03-18 16:12:47 - INFO - Training for patient 208 ...
2025-03-18 16:12:57 - INFO - Training for patient 210 ...
2025-03-18 16:13:06 - INFO - Training for patient 212 ...
2025-03-18 16:13:15 - INFO - Training for patient 214 ...
2025-03-18 16:13:26 - INFO - Training for patient 215 ...
2025-03-18 16:13:37 - INFO - Training for patient 219 ...
2025-03-18 16:13:49 - INFO - Training for patient 220 ...
2025-03-18 16:13:58 - INFO - Training for patient 221 ...
2025-03-18 16:14:06 - INFO - Training for patient 228 ...
2025-03-18 16:14:15 - INFO - Training for patient 230 ...
2025-03-18 16:14:23 - INFO - Training for patient 231 ...
2025-03-18 16:14:34 - INFO - Training for patient 232 ...
2025-03-18 16:14:42 - INFO - Training for patient 233 ...
2025-03-18 16:14:53 - INFO - Repeat 8/10 for epsilon 6.91
2025-03-18 16:14:53 - INFO - Training for patient 100 ...
2025-03-18 16:15:04 - INFO - Training for patient 101 ...
2025-03-18 16:15:11 - INFO - Training for patient 103 ...
2025-03-18 16:15:19 - INFO - Training for patient 106 ...
2025-03-18 16:15:30 - INFO - Training for patient 108 ...
2025-03-18 16:15:40 - INFO - Training for patient 109 ...
2025-03-18 16:15:52 - INFO - Training for patient 111 ...
2025-03-18 16:16:02 - INFO - Training for patient 112 ...
2025-03-18 16:16:11 - INFO - Training for patient 113 ...
2025-03-18 16:16:20 - INFO - Training for patient 115 ...
2025-03-18 16:16:30 - INFO - Training for patient 116 ...
2025-03-18 16:16:40 - INFO - Training for patient 117 ...
2025-03-18 16:16:49 - INFO - Training for patient 118 ...
2025-03-18 16:16:57 - INFO - Training for patient 119 ...
2025-03-18 16:17:06 - INFO - Training for patient 121 ...
2025-03-18 16:17:15 - INFO - Training for patient 122 ...
2025-03-18 16:17:25 - INFO - Training for patient 123 ...
2025-03-18 16:17:36 - INFO - Training for patient 124 ...
2025-03-18 16:17:45 - INFO - Training for patient 200 ...
2025-03-18 16:17:54 - INFO - Training for patient 203 ...
2025-03-18 16:18:04 - INFO - Training for patient 205 ...
2025-03-18 16:18:14 - INFO - Training for patient 208 ...
2025-03-18 16:18:23 - INFO - Training for patient 210 ...
2025-03-18 16:18:33 - INFO - Training for patient 212 ...
2025-03-18 16:18:42 - INFO - Training for patient 214 ...
2025-03-18 16:18:52 - INFO - Training for patient 215 ...
2025-03-18 16:19:04 - INFO - Training for patient 219 ...
2025-03-18 16:19:16 - INFO - Training for patient 220 ...
2025-03-18 16:19:27 - INFO - Training for patient 221 ...
2025-03-18 16:19:36 - INFO - Training for patient 228 ...
2025-03-18 16:19:45 - INFO - Training for patient 230 ...
2025-03-18 16:19:55 - INFO - Training for patient 231 ...
2025-03-18 16:20:07 - INFO - Training for patient 232 ...
2025-03-18 16:20:18 - INFO - Training for patient 233 ...
2025-03-18 16:20:26 - INFO - Repeat 9/10 for epsilon 6.91
2025-03-18 16:20:26 - INFO - Training for patient 100 ...
2025-03-18 16:20:35 - INFO - Training for patient 101 ...
2025-03-18 16:20:43 - INFO - Training for patient 103 ...
2025-03-18 16:20:52 - INFO - Training for patient 106 ...
2025-03-18 16:21:01 - INFO - Training for patient 108 ...
2025-03-18 16:21:12 - INFO - Training for patient 109 ...
2025-03-18 16:21:21 - INFO - Training for patient 111 ...
2025-03-18 16:21:31 - INFO - Training for patient 112 ...
2025-03-18 16:21:43 - INFO - Training for patient 113 ...
2025-03-18 16:21:55 - INFO - Training for patient 115 ...
2025-03-18 16:22:05 - INFO - Training for patient 116 ...
2025-03-18 16:22:17 - INFO - Training for patient 117 ...
2025-03-18 16:22:25 - INFO - Training for patient 118 ...
2025-03-18 16:22:35 - INFO - Training for patient 119 ...
2025-03-18 16:22:45 - INFO - Training for patient 121 ...
2025-03-18 16:22:54 - INFO - Training for patient 122 ...
2025-03-18 16:23:03 - INFO - Training for patient 123 ...
2025-03-18 16:23:14 - INFO - Training for patient 124 ...
2025-03-18 16:23:25 - INFO - Training for patient 200 ...
2025-03-18 16:23:33 - INFO - Training for patient 203 ...
2025-03-18 16:23:42 - INFO - Training for patient 205 ...
2025-03-18 16:23:51 - INFO - Training for patient 208 ...
2025-03-18 16:24:02 - INFO - Training for patient 210 ...
2025-03-18 16:24:12 - INFO - Training for patient 212 ...
2025-03-18 16:24:22 - INFO - Training for patient 214 ...
2025-03-18 16:24:32 - INFO - Training for patient 215 ...
2025-03-18 16:24:43 - INFO - Training for patient 219 ...
2025-03-18 16:24:54 - INFO - Training for patient 220 ...
2025-03-18 16:25:03 - INFO - Training for patient 221 ...
2025-03-18 16:25:12 - INFO - Training for patient 228 ...
2025-03-18 16:25:20 - INFO - Training for patient 230 ...
2025-03-18 16:25:31 - INFO - Training for patient 231 ...
2025-03-18 16:25:39 - INFO - Training for patient 232 ...
2025-03-18 16:25:50 - INFO - Training for patient 233 ...
2025-03-18 16:25:58 - INFO - Repeat 10/10 for epsilon 6.91
2025-03-18 16:25:58 - INFO - Training for patient 100 ...
2025-03-18 16:26:08 - INFO - Training for patient 101 ...
2025-03-18 16:26:17 - INFO - Training for patient 103 ...
2025-03-18 16:26:29 - INFO - Training for patient 106 ...
2025-03-18 16:26:39 - INFO - Training for patient 108 ...
2025-03-18 16:26:50 - INFO - Training for patient 109 ...
2025-03-18 16:27:00 - INFO - Training for patient 111 ...
2025-03-18 16:27:09 - INFO - Training for patient 112 ...
2025-03-18 16:27:21 - INFO - Training for patient 113 ...
2025-03-18 16:27:32 - INFO - Training for patient 115 ...
2025-03-18 16:27:42 - INFO - Training for patient 116 ...
2025-03-18 16:27:53 - INFO - Training for patient 117 ...
2025-03-18 16:28:02 - INFO - Training for patient 118 ...
2025-03-18 16:28:12 - INFO - Training for patient 119 ...
2025-03-18 16:28:19 - INFO - Training for patient 121 ...
2025-03-18 16:28:30 - INFO - Training for patient 122 ...
2025-03-18 16:28:39 - INFO - Training for patient 123 ...
2025-03-18 16:28:50 - INFO - Training for patient 124 ...
2025-03-18 16:28:58 - INFO - Training for patient 200 ...
2025-03-18 16:29:06 - INFO - Training for patient 203 ...
2025-03-18 16:29:16 - INFO - Training for patient 205 ...
2025-03-18 16:29:26 - INFO - Training for patient 208 ...
2025-03-18 16:29:35 - INFO - Training for patient 210 ...
2025-03-18 16:29:44 - INFO - Training for patient 212 ...
2025-03-18 16:29:55 - INFO - Training for patient 214 ...
2025-03-18 16:30:06 - INFO - Training for patient 215 ...
2025-03-18 16:30:18 - INFO - Training for patient 219 ...
2025-03-18 16:30:28 - INFO - Training for patient 220 ...
2025-03-18 16:30:39 - INFO - Training for patient 221 ...
2025-03-18 16:30:47 - INFO - Training for patient 228 ...
2025-03-18 16:30:56 - INFO - Training for patient 230 ...
2025-03-18 16:31:04 - INFO - Training for patient 231 ...
2025-03-18 16:31:16 - INFO - Training for patient 232 ...
2025-03-18 16:31:26 - INFO - Training for patient 233 ...
2025-03-18 16:31:34 - INFO - All repeats for epsilon 6.91 done. Saving now ...
2025-03-18 16:31:46 - INFO - Starting with epsilon 7.01 ...
2025-03-18 16:31:46 - INFO - Repeat 1/10 for epsilon 7.01
2025-03-18 16:31:46 - INFO - Training for patient 100 ...
2025-03-18 16:31:58 - INFO - Training for patient 101 ...
2025-03-18 16:32:06 - INFO - Training for patient 103 ...
2025-03-18 16:32:17 - INFO - Training for patient 106 ...
2025-03-18 16:32:26 - INFO - Training for patient 108 ...
2025-03-18 16:32:37 - INFO - Training for patient 109 ...
2025-03-18 16:32:48 - INFO - Training for patient 111 ...
2025-03-18 16:32:56 - INFO - Training for patient 112 ...
2025-03-18 16:33:06 - INFO - Training for patient 113 ...
2025-03-18 16:33:15 - INFO - Training for patient 115 ...
2025-03-18 16:33:25 - INFO - Training for patient 116 ...
2025-03-18 16:33:34 - INFO - Training for patient 117 ...
2025-03-18 16:33:45 - INFO - Training for patient 118 ...
2025-03-18 16:33:55 - INFO - Training for patient 119 ...
2025-03-18 16:34:07 - INFO - Training for patient 121 ...
2025-03-18 16:34:15 - INFO - Training for patient 122 ...
2025-03-18 16:34:23 - INFO - Training for patient 123 ...
2025-03-18 16:34:34 - INFO - Training for patient 124 ...
2025-03-18 16:34:43 - INFO - Training for patient 200 ...
2025-03-18 16:34:54 - INFO - Training for patient 203 ...
2025-03-18 16:35:06 - INFO - Training for patient 205 ...
2025-03-18 16:35:15 - INFO - Training for patient 208 ...
2025-03-18 16:35:26 - INFO - Training for patient 210 ...
2025-03-18 16:35:35 - INFO - Training for patient 212 ...
2025-03-18 16:35:45 - INFO - Training for patient 214 ...
2025-03-18 16:35:55 - INFO - Training for patient 215 ...
2025-03-18 16:36:06 - INFO - Training for patient 219 ...
2025-03-18 16:36:18 - INFO - Training for patient 220 ...
2025-03-18 16:36:27 - INFO - Training for patient 221 ...
2025-03-18 16:36:35 - INFO - Training for patient 228 ...
2025-03-18 16:36:44 - INFO - Training for patient 230 ...
2025-03-18 16:36:56 - INFO - Training for patient 231 ...
2025-03-18 16:37:05 - INFO - Training for patient 232 ...
2025-03-18 16:37:14 - INFO - Training for patient 233 ...
2025-03-18 16:37:21 - INFO - Repeat 2/10 for epsilon 7.01
2025-03-18 16:37:21 - INFO - Training for patient 100 ...
2025-03-18 16:37:30 - INFO - Training for patient 101 ...
2025-03-18 16:37:39 - INFO - Training for patient 103 ...
2025-03-18 16:37:47 - INFO - Training for patient 106 ...
2025-03-18 16:37:59 - INFO - Training for patient 108 ...
2025-03-18 16:38:09 - INFO - Training for patient 109 ...
2025-03-18 16:38:21 - INFO - Training for patient 111 ...
2025-03-18 16:38:29 - INFO - Training for patient 112 ...
2025-03-18 16:38:38 - INFO - Training for patient 113 ...
2025-03-18 16:38:48 - INFO - Training for patient 115 ...
2025-03-18 16:38:58 - INFO - Training for patient 116 ...
2025-03-18 16:39:07 - INFO - Training for patient 117 ...
2025-03-18 16:39:16 - INFO - Training for patient 118 ...
2025-03-18 16:39:27 - INFO - Training for patient 119 ...
2025-03-18 16:39:36 - INFO - Training for patient 121 ...
2025-03-18 16:39:45 - INFO - Training for patient 122 ...
2025-03-18 16:39:55 - INFO - Training for patient 123 ...
2025-03-18 16:40:05 - INFO - Training for patient 124 ...
2025-03-18 16:40:14 - INFO - Training for patient 200 ...
2025-03-18 16:40:22 - INFO - Training for patient 203 ...
2025-03-18 16:40:31 - INFO - Training for patient 205 ...
2025-03-18 16:40:39 - INFO - Training for patient 208 ...
2025-03-18 16:40:50 - INFO - Training for patient 210 ...
2025-03-18 16:41:00 - INFO - Training for patient 212 ...
2025-03-18 16:41:10 - INFO - Training for patient 214 ...
2025-03-18 16:41:21 - INFO - Training for patient 215 ...
2025-03-18 16:41:32 - INFO - Training for patient 219 ...
2025-03-18 16:41:42 - INFO - Training for patient 220 ...
2025-03-18 16:41:52 - INFO - Training for patient 221 ...
2025-03-18 16:42:01 - INFO - Training for patient 228 ...
2025-03-18 16:42:10 - INFO - Training for patient 230 ...
2025-03-18 16:42:19 - INFO - Training for patient 231 ...
2025-03-18 16:42:29 - INFO - Training for patient 232 ...
2025-03-18 16:42:37 - INFO - Training for patient 233 ...
2025-03-18 16:42:46 - INFO - Repeat 3/10 for epsilon 7.01
2025-03-18 16:42:46 - INFO - Training for patient 100 ...
2025-03-18 16:42:58 - INFO - Training for patient 101 ...
2025-03-18 16:43:05 - INFO - Training for patient 103 ...
2025-03-18 16:43:14 - INFO - Training for patient 106 ...
2025-03-18 16:43:22 - INFO - Training for patient 108 ...
2025-03-18 16:43:31 - INFO - Training for patient 109 ...
2025-03-18 16:43:41 - INFO - Training for patient 111 ...
2025-03-18 16:43:51 - INFO - Training for patient 112 ...
2025-03-18 16:44:04 - INFO - Training for patient 113 ...
2025-03-18 16:44:14 - INFO - Training for patient 115 ...
2025-03-18 16:44:24 - INFO - Training for patient 116 ...
2025-03-18 16:44:33 - INFO - Training for patient 117 ...
2025-03-18 16:44:41 - INFO - Training for patient 118 ...
2025-03-18 16:44:52 - INFO - Training for patient 119 ...
2025-03-18 16:45:00 - INFO - Training for patient 121 ...
2025-03-18 16:45:10 - INFO - Training for patient 122 ...
2025-03-18 16:45:19 - INFO - Training for patient 123 ...
2025-03-18 16:45:29 - INFO - Training for patient 124 ...
2025-03-18 16:45:39 - INFO - Training for patient 200 ...
2025-03-18 16:45:47 - INFO - Training for patient 203 ...
2025-03-18 16:45:57 - INFO - Training for patient 205 ...
2025-03-18 16:46:07 - INFO - Training for patient 208 ...
2025-03-18 16:46:18 - INFO - Training for patient 210 ...
2025-03-18 16:46:29 - INFO - Training for patient 212 ...
2025-03-18 16:46:39 - INFO - Training for patient 214 ...
2025-03-18 16:46:50 - INFO - Training for patient 215 ...
2025-03-18 16:46:57 - INFO - Training for patient 219 ...
2025-03-18 16:47:10 - INFO - Training for patient 220 ...
2025-03-18 16:47:19 - INFO - Training for patient 221 ...
2025-03-18 16:47:27 - INFO - Training for patient 228 ...
2025-03-18 16:47:36 - INFO - Training for patient 230 ...
2025-03-18 16:47:44 - INFO - Training for patient 231 ...
2025-03-18 16:47:52 - INFO - Training for patient 232 ...
2025-03-18 16:48:03 - INFO - Training for patient 233 ...
2025-03-18 16:48:12 - INFO - Repeat 4/10 for epsilon 7.01
2025-03-18 16:48:12 - INFO - Training for patient 100 ...
2025-03-18 16:48:23 - INFO - Training for patient 101 ...
2025-03-18 16:48:33 - INFO - Training for patient 103 ...
2025-03-18 16:48:41 - INFO - Training for patient 106 ...
2025-03-18 16:48:52 - INFO - Training for patient 108 ...
2025-03-18 16:49:01 - INFO - Training for patient 109 ...
2025-03-18 16:49:11 - INFO - Training for patient 111 ...
2025-03-18 16:49:20 - INFO - Training for patient 112 ...
2025-03-18 16:49:32 - INFO - Training for patient 113 ...
2025-03-18 16:49:41 - INFO - Training for patient 115 ...
2025-03-18 16:49:52 - INFO - Training for patient 116 ...
2025-03-18 16:50:02 - INFO - Training for patient 117 ...
2025-03-18 16:50:11 - INFO - Training for patient 118 ...
2025-03-18 16:50:20 - INFO - Training for patient 119 ...
2025-03-18 16:50:30 - INFO - Training for patient 121 ...
2025-03-18 16:50:38 - INFO - Training for patient 122 ...
2025-03-18 16:50:48 - INFO - Training for patient 123 ...
2025-03-18 16:50:56 - INFO - Training for patient 124 ...
2025-03-18 16:51:05 - INFO - Training for patient 200 ...
2025-03-18 16:51:13 - INFO - Training for patient 203 ...
2025-03-18 16:51:24 - INFO - Training for patient 205 ...
